Name;BD BENCHMARK 10 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD BENCHMARK 30 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD BENCHMARK 2 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;REX GENERAL BOND - PRICE INDEX;TR GERMANY GVT ZERO 2Y - ZERO YIELD;BD BENCHMARK 10Y DS GVT. (IBOXX) - CLEAN PRICE INDEX;REX BOND SUB INDEX CURRENT 10 YRS - PRICE INDEX;TR GERMANY GVT BID YLD HIGH 10Y (E) - RED. YIELD;BD BENCHMARK 3 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD BENCHMARK 5 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;IBOXX EURO GERMANY COVERED CAPPED 5-7 - Cln Prc Indx Today;IBOXX EURO GERMANY 1-10 - Cln Prc Indx Today;BD TOTAL 3-5 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL 7-10 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL ALL LIVES DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER OVER 10Y DS GOVT. INDEX - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD ALL MATS.(E) - CLEAN PRICE INDEX;IBOXX EURO GERMANY COVERED CAPPED - Cln Prc Indx Today;IBOXX EURO GERMANY 1-3 - Cln Prc Indx Today;IBOXX EURO GERMANY 3-5 - Cln Prc Indx Today;IBOXX EURO GERMANY 7-10 - Cln Prc Indx Today;IBOXX EURO GERMANY - Cln Prc Indx Today;REX BOND SUB INDEX CURRENT 3 YRS - PRICE INDEX;REX BOND SUB INDEX CURRENT 5 YRS - PRICE INDEX;REX BOND SUB INDEX CURRENT 7 YRS - PRICE INDEX;TR GERMANY GVT BID YLD LOW 10Y (E) - RED. YIELD;TR GERMANY GVT ZERO 1M - ZERO YIELD;TR GERMANY GVT ZERO 1Y - ZERO YIELD;TR GERMANY GVT ZERO 3M - ZERO YIELD;TR GERMANY GVT ZERO 9M - ZERO YIELD;BD BENCHMARK 20 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD BENCHMARK 7 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL 1-3 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL 5-7 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL OVER 10 YRS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER 1-3 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER 3-5 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER 5-7 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER 7-10 YRS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER ALL LIVES DS GOVT. INDEX - CLEAN PRICE INDEX;EB.REXX MONEY MARKET INDEX - PRICE INDEX;EXANE ECI GERMANY (CONVERTIBLE) - TOT RETURN IND;EXANE ECI GERMANY (UNDERLYING) - TOT RETURN IND;FTSE GLOBAL GOVT. BD 1-3Y (E) - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD 10+Y (E) - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD 3-5Y (E) - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD 5-7Y (E) - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD 7-10Y(E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD 1-3Y (E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD 3-5Y (E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD 5-7Y (E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD 7-10Y(E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD ALL MATS.(E) - CLEAN PRICE INDEX;IBOXX EURO GERMANY COVERED CAPPED 1-3 - Cln Prc Indx Today;IBOXX EURO GERMANY COVERED CAPPED 3-5 - Cln Prc Indx Today;IBOXX EURO GERMANY COVERED CAPPED 7-10 - Cln Prc Indx Today;IBOXX EURO SOVEREIGNS GERMANY CAPPED 1-5 - Cln Prc Indx Today;IBOXX EURO SOVEREIGNS GERMANY CAPPED 10+ - Cln Prc Indx Today;IBOXX EURO SOVEREIGNS GERMANY CAPPED 5-10 - Cln Prc Indx Today;IBOXX EURO LIQUID GERMANY COVERED DIVERSIFIED - Cln Prc Indx Today;IBOXX EURO GERMANY 1-5 - Cln Prc Indx Today;IBOXX EURO GERMANY 10+ - Cln Prc Indx Today;IBOXX EURO GERMANY 5-10 - Cln Prc Indx Today;IBOXX EURO GERMANY 5-7 - Cln Prc Indx Today
6/8/15;162,11;217,084;110,181;137,8961;-0,1791;146,077;160,3689;0,902;111,702;134,823;121,386;103,276;109,028;155,106;123,521;202,74;116,19;109,347;84,973;102,159;131,404;111,717;122,4702;136,0474;149,2951;0,821;-0,2061;-0,2244;-0,22;-0,2286;165,979;146,219;85,066;130,652;203,556;87,878;108,365;130,151;151,71;121,711;81,406;3414,47;3513,63;85,03;164,83;105,87;118,42;140,63;91,4;114,75;134,68;157,31;109,07;90,846;109,182;134,371;96,993;142,812;117,633;110,364;92,075;148,294;123,752;111,726
6/9/15;161,078;213,236;110,169;137,8206;-0,1671;145,058;160,2458;0,969;111,635;134,563;120,99;103,02;108,908;154,27;122,869;200,219;115,53;109,074;84,942;102,018;130,626;111,077;122,4442;135,9989;149,1821;0,855;-0,2465;-0,215;-0,247;-0,2262;163,871;145,662;85,037;130,279;201;87,848;108,246;129,779;150,892;120,878;81,405;3389,01;3468,7;85,01;162,6;105,78;118,15;139,91;91,37;114,67;134,51;157,31;109,01;90,827;109,056;133,554;96,916;140,671;117,071;110,145;92,002;146,071;123,16;111,388
6/10/15;160,523;210,461;110,187;137,1777;-0,1761;144,462;158,4607;1,059;111,667;134,593;120,882;102,951;108,927;153,964;122,546;198,656;115,39;108,991;84,95;102,029;130,3;110,75;122,3468;135,6244;148,2957;0,951;-0,2374;-0,2211;-0,2398;-0,2286;162,706;145,565;85,052;130,242;199,376;87,864;108,265;129,743;150,594;120,419;81,397;3436,59;3563,21;85,02;161,9;105,85;118,18;139,78;91,4;114,64;134,51;157,31;109,02;90,825;109,043;133,272;96,926;139,328;116,869;110,087;92,012;144,676;122,948;111,327
6/11/15;161,893;215,441;110,187;137,2564;-0,1823;145,923;158,7781;1,035;111,718;134,768;121,294;103,232;109,006;154,933;123,286;201,646;115,87;109,279;84,954;102,143;131,288;111,504;122,3914;135,684;148,3518;0,875;-0,2291;-0,2236;-0,2378;-0,2312;164,963;146,198;85,049;130,553;202,47;87,861;108,343;130,053;151,541;121,367;81,395;3439,14;3563,29;85,01;163,63;105,88;118,33;140,38;91,36;114,65;134,75;157,31;109,02;90,809;109,14;134,199;96,974;141,94;117,546;110,31;92,057;147,388;123,66;111,667
6/12/15;162,684;217,839;110,204;137,6638;-0,1924;146,639;159,7215;0,924;111,737;134,99;121,394;103,383;109,077;155,473;123,685;203,186;116,28;109,378;84,97;102,218;131,76;111,853;122,4365;135,9313;148,9743;0,826;-0,2317;-0,2251;-0,2363;-0,2298;166,168;146,538;85,059;130,765;204,035;87,874;108,414;130,263;152,07;121,863;81,376;3419,11;3516,3;85,02;164,9;105,97;118,53;140,93;91,35;114,69;134,77;157,31;109,03;90,795;109,151;134,479;97,015;143,062;117,885;110,377;92,096;148,554;124,017;111,866
6/15/15;163,092;219,629;110,214;138,104;-0,1916;146,918;161,047;0,845;111,769;135,058;121,291;103,428;109,111;155,744;123,927;204,19;116,68;109,309;84,972;102,242;131,927;111,986;122,5382;136,2034;149,528;0,785;-0,2324;-0,2232;-0,2362;-0,2285;166,809;146,72;85,067;130,86;205,071;87,881;108,448;130,358;152,335;122,183;81,375;3402,56;3476,17;85,02;166,43;105,99;118,61;141,3;91,32;114,6;134,66;157,31;108,97;90,769;109,086;134,44;97,027;143,54;117,989;110,31;92,107;149,05;124,127;111,9
6/16/15;163,363;220,069;110,236;138,3225;-0,2083;147,119;161,4994;0,826;111,806;135,161;121,327;103,475;109,159;155,949;124,034;204,443;116,63;109,319;84,981;102,277;132,044;112,053;122,5817;136,3588;149,8579;0,75;-0,2256;-0,2357;-0,233;-0,2374;167,148;146,877;85,082;130,962;205,341;87,898;108,496;130,46;152,535;122,29;81,369;3406,68;3493,16;85,03;166,12;106,01;118,67;141,34;91,33;114,65;134,82;157,31;109,01;90,771;109,111;134,429;97,047;143,686;118,081;110,326;92,126;149,201;124,223;111,967
6/17/15;163,272;219,671;110,237;138,1944;-0,21;147,158;161,1887;0,822;111,799;135,173;121,377;103,488;109,158;155,857;123,965;204,173;116,62;109,345;84,978;102,295;132,065;112,074;122,5756;136,2841;149,6593;0,777;-0,2519;-0,2397;-0,2499;-0,2423;166,879;146,793;85,073;130,959;205,04;87,89;108,494;130,457;152,445;122,208;81,368;3383,08;3447,5;85,03;166,06;106,03;118,69;141,32;91,32;114,64;134,84;157,31;109;90,776;109,15;134,477;97,052;143,737;118,108;110,356;92,131;149,254;124,251;112,004
6/18/15;163,438;220,252;110,242;138,6985;-0,2059;147,198;162,3793;0,815;111,791;135,207;121,414;103,476;109,152;155,945;124,01;204,47;116,56;109,382;84,969;102,279;132,066;112,07;122,7115;136,6272;150,3586;0,727;-0,2477;-0,2431;-0,2526;-0,2477;167,125;146,84;85,068;130,964;205,237;87,885;108,489;130,462;152,531;122,29;81,363;3405,44;3494,05;85,01;165,88;106;118,64;141,23;91,31;114,7;134,79;157,31;109;90,778;109,185;134,526;97,04;143,762;118,097;110,394;92,119;149,281;124,24;111,978
6/19/15;164,061;222,353;110,258;138,3639;-0,2171;147,855;161,6109;0,809;111,815;135,398;121,539;103,611;109,22;156,388;124,35;205,63;116,9;109,456;84,976;102,353;132,488;112,377;122,614;136,3951;149,8938;0,743;-0,2741;-0,2462;-0,2659;-0,2499;168,123;147,175;85,077;131,165;206,56;87,894;108,556;130,662;152,964;122,68;81,35;3401,23;3483,36;85,01;167,05;106,05;118,77;141,65;91,3;114,7;134,86;157,31;109;90,774;109,208;134,776;97,074;144,744;118,403;110,451;92,152;150,3;124,562;112,162
6/22/15;162,207;214,529;110,226;138,177;-0,2046;146,06;160,9338;0,895;111,735;134,999;121,122;103,229;109,031;155,051;123,199;200,997;115,87;109,171;84,945;102,15;131,29;111,417;122,5913;136,2981;149,6712;0,791;-0,176;-0,2518;-0,2129;-0,2525;164,294;146,244;85,042;130,613;201,778;87,857;108,368;130,113;151,657;121,168;81,346;3447,16;3573;84,99;163,51;105,88;118,35;140,49;91,29;114,59;134,46;157,31;108,93;90,784;109,095;133,907;96,972;141,518;117,544;110,229;92,055;146,95;123,659;111,66
6/23/15;162,473;214,658;110,234;137,9187;-0,206;146,281;160,2357;0,921;111,764;135,119;121,208;103,307;109,084;155,307;123,309;201,211;115,85;109,21;84,952;102,204;131,497;111,459;122,5541;136,1541;149,3081;0,857;-0,2714;-0,2461;-0,2673;-0,252;164,461;146,457;85,049;130,763;201,989;87,865;108,421;130,261;151,907;121,264;81,343;3474,7;3620,35;84,99;163,24;105,94;118,44;140,6;91,3;114,62;134,54;157,31;108,95;90,783;109,124;133,983;96,998;141,419;117,709;110,273;92,08;146,848;123,832;111,785
6/24/15;162,843;215,547;110,253;137,9815;-0,2111;146,603;160,3591;0,877;111,783;135,2;121,351;103,388;109,116;155,596;123,492;201,849;116,1;109,301;84,958;102,246;131,751;111,616;122,5595;136,1954;149,41;0,808;-0,2626;-0,2544;-0,2679;-0,2611;164,928;146,644;85,056;130,876;202,655;87,872;108,453;130,374;152,19;121,477;81,339;3452,85;3588,56;85;164;106;118,58;140,96;91,3;114,66;134,75;157,31;108,98;90,781;109,168;134,231;97,019;141,875;117,894;110,348;92,099;147,321;124,027;111,9
6/25/15;162,545;213,61;110,236;138,0213;-0,2144;146,423;160,4163;0,884;111,799;135,217;121,299;103,351;109,107;155,386;123,234;200,642;115,85;109,259;84,953;102,236;131,618;111,439;122,5612;136,2231;149,4807;0,819;-0,2741;-0,252;-0,2713;-0,2578;163,969;146,54;85,047;130,833;201,395;87,866;108,444;130,331;151,984;121,107;81,334;3454,48;3589,44;84,98;163,04;105,98;118,53;140,76;91,27;114,63;134,65;157,31;108,94;90,766;109,157;134,124;97,011;141,147;117,806;110,321;92,093;146,565;123,934;111,862
6/26/15;161,678;210,473;110,227;137,9851;-0,2025;145,667;160,2899;0,944;111,748;134,984;121,038;103,169;108,986;154,739;122,721;198,734;115,35;109,077;84,931;102,126;131,083;110,992;122,5741;136,2156;149,4222;0,843;-0,2693;-0,2495;-0,267;-0,2554;162,503;146,077;85,023;130,528;199,417;87,84;108,324;130,027;151,351;120,457;81,324;3458,68;3598,78;84,97;161,37;105,88;118,3;140,22;91,25;114,48;134,33;157,31;108,86;90,747;109,061;133,609;96,953;139,664;117,412;110,171;92,037;145,025;123,519;111,612
6/29/15;163,47;215,796;110,256;138,3486;-0,2283;147,41;161,1874;0,917;111,822;135,351;121,514;103,56;109,165;156,031;123,631;202,046;116,12;109,396;84,974;102,346;132,282;111,856;122,6814;136,5012;149,9081;0,707;-0,2643;-0,2608;-0,2703;-0,2656;165,13;146,987;85,052;131,037;202,881;87,871;108,501;130,535;152,615;121,565;81,319;3410,9;3512,22;84,99;163,8;106,01;118,68;141,24;91,25;114,63;134,73;157,31;108,94;90,753;109,211;134,567;97,069;142,375;118,274;110,429;92,147;147,84;124,427;112,122
6/30/15;163,983;217,207;110,281;138,3656;-0,2431;147,664;161,0137;0,814;111,881;135,582;121,542;103,63;109,261;156,435;123,917;202,983;116,35;109,413;84,979;102,398;132,47;111,957;122,6714;136,5022;149,9955;0,742;-0,2642;-0,2687;-0,2712;-0,2713;165,914;147,306;85,073;131,272;203,842;87,892;108,597;130,769;153,01;121,902;81,316;3404,04;3484,01;85,01;164,38;106,11;118,89;141,61;91,26;114,72;134,91;157,31;108,98;90,751;109,229;134,61;97,094;142,598;118,421;110,446;92,171;148,071;124,581;112,231
7/1/15;163,197;213,259;110,295;138,393;-0,2528;147,152;160,8911;0,844;111,908;135,556;121,451;103,571;109,269;155,925;123,397;200,543;115,99;109,325;84,99;102,419;132,163;111,672;122,7521;136,6033;150,0211;0,757;-0,2667;-0,2734;-0,2723;-0,2737;164,056;147,056;85,085;131,174;201,392;87,905;108,605;130,671;152,511;121,378;81,309;3422,22;3545,83;85,01;163,13;106,08;118,77;141,23;91,24;114,67;134,73;156,86;108,92;90,74;109,236;134,304;97,11;141,433;118,241;110,418;92,186;146,862;124,391;112,199
7/2/15;162,802;211,999;110,303;138,2822;-0,2636;146,528;160,3154;0,903;111,94;135,552;121,309;103,478;109,28;155,685;123,217;199,753;115,8;109,21;84,994;102,402;131,793;111,373;122,8106;136,5967;149,8739;0,84;-0,2663;-0,2842;-0,2761;-0,2833;163,507;146,929;85,089;131,134;200,598;87,909;108,616;130,631;152,277;121,195;81,302;3408,41;3519,27;85,02;162,42;106,1;118,73;141;91,24;114,69;134,73;156,71;108,93;90,726;109,199;133,946;97,105;140,331;118;110,342;92,182;145,717;124,138;112,105
7/3/15;163,604;215,349;110,329;138,5515;-0,2736;147,312;160,9888;0,859;111,972;135,751;121,564;103,652;109,357;156,287;123,736;201,851;116,21;109,381;85,004;102,494;132,332;111,843;122,913;136,7971;150,2132;0,784;-0,2657;-0,284;-0,2752;-0,2817;165,152;147,378;85,1;131,385;202,705;87,92;108,693;130,881;152,866;121,728;81,293;3399,45;3501,94;85,04;163,71;106,2;118,96;141,42;91,21;114,75;134,97;157,23;108,96;90,721;109,277;134,452;97,15;141,954;118,388;110,464;92,224;147,404;124,547;112,334
7/6/15;163,929;216,711;110,317;138,8665;-0,2681;147,666;161,9231;0,782;111,973;135,802;121,619;103,723;109,368;156,551;123,942;202,697;116,55;109,415;85,002;102,518;132,586;112,008;122,9226;136,971;150,6623;0,718;-0,2631;-0,2879;-0,2754;-0,2873;165,809;147,563;85,097;131,478;203,555;87,918;108,703;130,974;153,124;121,923;81,291;3419,9;3532,2;85,04;164,84;106,23;119,15;141,83;91,22;114,76;135,06;157,46;108,99;90,716;109,287;134,585;97,159;142,483;118,564;110,487;92,233;147,952;124,732;112,425
7/7/15;166,005;224,972;110,35;138,8803;-0,2855;149,573;162,0372;0,765;112,036;136,109;122,083;104,093;109,505;157,991;125,159;207,739;117,8;109,787;85,024;102,665;133,847;113,09;122,8986;136,9601;150,6834;0,624;-0,2756;-0,2898;-0,2807;-0,286;169,79;148,506;85,118;131,947;208,618;87,939;108,839;131,441;154,533;123,172;81,286;3378,14;3458,88;85,07;169,08;106,36;119,67;143,18;91,21;114,83;135,4;158,53;109,06;90,731;109,418;135,718;97,234;146,336;119,423;110,743;92,304;151,953;125,636;112,84
7/8/15;165,307;225,551;110,323;139,1424;-0,2796;148,879;163,1177;0,695;111,998;135,876;121,932;103,902;109,404;157,416;125,004;207,776;117,64;109,702;85;102,542;133,318;112,875;122,8836;137,0179;151,0019;0,608;-0,2775;-0,2891;-0,2806;-0,2856;169,747;148,034;85,099;131,653;208,655;87,92;108,739;131,148;153,97;123,041;81,284;3400,57;3496,72;85,04;168,97;106,22;119,41;142,78;91,22;114,81;135,42;158,69;109,07;90,725;109,373;135,429;97,168;146,033;119,025;110,677;92,241;151,638;125,216;112,572
7/9/15;164,593;221,696;110,304;138,8775;-0,2721;148,218;162,5784;0,737;111,957;135,783;121,807;103,777;109,345;156,933;124,473;205,417;117,27;109,599;84,984;102,496;132,894;112,441;122,8166;136,8139;150,6097;0,672;-0,3045;-0,2874;-0,2962;-0,2859;167,948;147,744;85,072;131,506;206,287;87,891;108,68;131,001;153,498;122,5;81,281;3443,82;3575,6;85,02;167,67;106,19;119,28;142,42;91,19;114,77;135,36;158,36;109,02;90,708;109,338;135,09;97,138;144,398;118,74;110,607;92,213;149,941;124,917;112,443
7/10/15;162,054;213,497;110,232;138,3204;-0,232;146,064;160,9681;0,899;111,782;135,042;121,151;103,25;108,99;155,07;123,06;200,301;115,8;109,132;84,908;102,159;131,418;111,357;122,7248;136,4683;149,8642;0,796;-0,2623;-0,2702;-0,2678;-0,2705;164,034;146,385;84,996;130,633;201,149;87,813;108,328;130,132;151,676;121,058;81,271;3482,02;3646,04;84,93;163,21;105,79;118,4;140,68;91,14;114,53;134,63;156,64;108,81;90,661;109,084;133,803;96,949;141,147;117,648;110,256;92,033;146,565;123,767;111,745
7/13/15;162,79;213,788;110,263;137,8954;-0,2474;146,461;159,5962;0,971;111,882;135,372;121,362;103,388;109,132;155,668;123,315;200,71;115,8;109,257;84,933;102,274;131,739;111,422;122,651;136,2077;149,3344;0,842;-0,2636;-0,2849;-0,2779;-0,2876;164,245;146,889;85,029;130,986;201,559;87,848;108,469;130,483;152,26;121,297;81,259;3503,14;3690,61;84,93;162,86;105,89;118,58;140,9;91,15;114,63;134,73;156,91;108,86;90,687;109,189;134,104;97,013;140,925;117,912;110,369;92,094;146,335;124,045;111,963
7/14/15;162,877;214,266;110,241;138,1056;-0,2488;146,748;160,2746;0,877;111,88;135,379;121,492;103,44;109,133;155,734;123,395;201,1;115,93;109,349;84,926;102,289;131,931;111,59;122,6556;136,3509;149,6217;0,81;-0,2939;-0,2753;-0,2903;-0,2776;164,695;146,938;85,016;131,014;201,952;87,834;108,469;130,512;152,324;121,38;81,257;3495,36;3679,72;84,93;163,31;105,9;118,65;141,04;91,17;114,61;134,93;157,12;108,9;90,697;109,249;134,331;97,014;141,543;118,047;110,444;92,095;146,977;124,188;112,036
7/15/15;163,932;218,465;110,249;138,3048;-0,2582;147,59;160,7171;0,847;111,904;135,615;121,768;103,626;109,23;156,535;124,059;203,771;116,54;109,548;84,934;102,377;132,528;112,084;122,7344;136,53;149,8837;0,751;-0,2688;-0,2804;-0,2816;-0,2826;166,832;147,496;85,023;131,329;204,633;87,841;108,566;130,825;153,108;122,054;81,254;3505,96;3691,88;84,96;165,25;106,04;119;141,72;91,18;114,8;135,08;158,05;108,99;90,706;109,335;134,909;97,057;143,236;118,47;110,588;92,136;148,734;124,633;112,272
7/16/15;163,647;217,714;110,232;138,4066;-0,2411;147,474;161,1445;0,824;111,876;135,443;121,697;103,559;109,145;156,269;123,888;203,317;116,33;109,503;84,908;102,314;132,403;112,003;122,694;136,5296;150,0338;0,751;-0,271;-0,2652;-0,2751;-0,2677;166,346;147,279;84,995;131,163;204,178;87,812;108,481;130,66;152,848;121,877;81,247;3531,03;3743,65;84,91;164,69;105,94;118,84;141,49;91,12;114,73;134,95;157,75;108,91;90,683;109,292;134,822;97,014;143,104;118,362;110,549;92,095;148,597;124,519;112,177
7/17/15;164,454;220,919;110,235;138,5898;-0,2474;148,109;161,6676;0,832;111,885;135,625;121,93;103,69;109,212;156,851;124,368;205,249;116,93;109,669;84,91;102,379;132,829;112,373;122,74;136,6536;150,2689;0,786;-0,2692;-0,2776;-0,2809;-0,2818;167,933;147,677;84,996;131,4;206,118;87,813;108,548;130,896;153,417;122,373;81,235;3515,21;3718,51;84,92;166,7;106,03;119,1;142,1;91,16;114,83;135,23;158,34;109;90,691;109,376;135,276;97,042;144,402;118,666;110,672;92,121;149,945;124,839;112,349
7/20/15;164,809;222,266;110,198;138,7476;-0,2449;148,434;161,9119;0,813;111,905;135,673;122,009;103,741;109,229;157,068;124,586;206,231;117,26;109,73;84,903;102,397;133,02;112,557;122,7762;136,7825;150,5248;0,738;-0,2719;-0,2639;-0,2743;-0,2661;168,641;147,798;84,989;131,459;207,104;87,807;108,565;130,955;153,63;122,605;81,231;3529,23;3745,88;84,92;167,81;106,07;119,26;142,48;91,15;114,79;135,46;158,79;109,02;90,687;109,4;135,462;97,045;145,101;118,796;110,714;92,125;150,67;124,976;112,411
7/21/15;164,611;220,487;110,199;138,8342;-0,245;148,279;162,279;0,798;111,899;135,616;121,995;103,705;109,209;156,898;124,383;205,316;117;109,717;84,898;102,379;132,907;112,419;122,7743;136,8296;150,6253;0,733;-0,2663;-0,271;-0,2808;-0,277;167,915;147,666;84,982;131,393;206,184;87,799;108,545;130,889;153,463;122,378;81,226;3506,63;3716,34;84,91;166,97;106,01;119,15;142,22;91,12;114,81;135,35;158,48;108,99;90,681;109,393;135,423;97,034;144,569;118,717;110,704;92,114;150,119;124,892;112,369
7/22/15;165,051;222,638;110,202;138,642;-0,2489;148,696;161,8016;0,785;111,932;135,728;122,173;103,806;109,259;157,275;124,697;206,564;117,29;109,841;84,904;102,43;133,227;112,671;122,7203;136,6828;150,3662;0,738;-0,2694;-0,2689;-0,2781;-0,273;168,85;147,945;84,988;131,55;207,438;87,806;108,595;131,045;153,832;122,696;81,224;3502,78;3707,29;84,92;167,89;106,07;119,31;142,54;91,13;114,85;135,51;158,74;109,03;90,68;109,441;135,792;97,059;145,41;118,944;110,79;92,138;150,992;125,132;112,497
7/23/15;165,036;222,614;110,199;138,9213;-0,2498;148,598;162,4667;0,761;111,92;135,728;122,142;103,786;109,243;157,267;124,684;206,532;117,21;109,815;84,889;102,421;133,172;112,604;122,7881;136,8821;150,7587;0,726;-0,2648;-0,2723;-0,2765;-0,2767;168,819;147,953;84,976;131,556;207,406;87,793;108,579;131,051;153,824;122,674;81,218;3509,97;3736,53;84,9;167,67;106,03;119,28;142,45;91,1;114,77;135,48;158,92;108,99;90,663;109,426;135,723;97,046;145,157;118,912;110,771;92,126;150,729;125,098;112,493
7/24/15;165,702;225,268;110,197;138,9056;-0,2503;149,362;162,4835;0,736;111,933;135,846;122,38;103,934;109,28;157,743;125,117;208,395;117,65;109,992;84,891;102,481;133,68;113,064;122,7619;136,8601;150,7413;0,688;-0,2699;-0,262;-0,2712;-0,2629;170,371;148,291;84,971;131,724;209,277;87,788;108,616;131,219;154,29;123,133;81,204;3481,23;3684,45;84,89;169,21;106,06;119,47;142,93;91,11;114,88;135,66;159,09;109,05;90,667;109,496;136,247;97,073;146,832;119,263;110,896;92,151;152,468;125,467;112,67
7/27/15;165,794;226,382;110,204;139,1263;-0,2497;149,444;163,1184;0,705;111,934;135,813;122,363;103,93;109,273;157,804;125,193;208,795;117,77;109,993;84,882;102,461;133,717;113,114;122,7901;136,9807;151,0448;0,665;-0,2746;-0,2592;-0,2788;-0,2626;170,663;148,314;84,967;131,713;209,679;87,785;108,609;131,208;154,349;123,216;81,198;3436,95;3594,29;84,89;169,61;106,06;119,51;143,07;91,08;114,89;135,68;159,18;109,04;90,657;109,477;136,278;97,059;147,093;119,275;110,889;92,137;152,74;125,479;112,651
7/28/15;165,819;226,238;110,199;138,9373;-0,257;149,376;162,5123;0,737;111,959;135,877;122,33;103,935;109,301;157,823;125,214;208,815;117,64;109,962;84,887;102,482;133,686;113,093;122,7842;136,8997;150,7862;0,687;-0,2732;-0,2588;-0,2708;-0,2573;170,896;148,345;84,974;131,766;209,698;87,791;108,637;131,26;154,368;123,24;81,192;3461,88;3649,08;84,88;169,23;106,03;119,45;142,89;91,08;114,79;135,57;159,19;109;90,658;109,47;136,163;97,071;146,971;119,268;110,869;92,149;152,613;125,472;112,674
7/29/15;165,503;224,447;110,222;139,013;-0,2651;149,108;162,7701;0,731;111,96;135,846;122,242;103,895;109,304;157,615;124,975;207,673;117,53;109,892;84,891;102,479;133,519;112,929;122,7856;136,9254;150,8866;0,688;-0,2655;-0,2675;-0,2634;-0,2631;170,074;148,222;84,976;131,717;208,552;87,793;108,64;131,211;154,164;123,002;81,188;3455,58;3643,35;84,89;168,79;106,05;119,42;142,8;91,07;114,85;135,52;158,82;108,99;90,656;109,455;135,919;97,072;146,322;119,162;110,824;92,15;151,938;125,36;112,638
7/30/15;166,334;227,214;110,211;139,0755;-0,2702;149,864;162,7928;0,733;111,965;136,002;122,431;104,039;109,345;158,236;125,46;209,667;117,88;110,033;84,88;102,53;134,045;113,319;122,8312;137,0133;150,98;0,647;-0,2502;-0,2685;-0,2541;-0,2625;171,208;148,646;84,965;131,925;210,554;87,782;108,68;131,419;154,772;123,458;81,184;3461,33;3660,37;84,88;169,89;106,12;119,61;143,21;91,08;114,87;135,61;159,41;109,03;90,646;109,495;136,361;97,086;147,67;119,521;110,919;92,163;153,338;125,738;112,815
7/31/15;166,391;229,439;110,195;139,2106;-0,2589;149,928;163,1662;0,707;111,944;135,981;122,465;104,028;109,324;158,255;125,624;210,655;118,17;110,073;84,865;102,505;134,063;113,452;122,8401;137,0721;151,1768;0,643;-0,2428;-0,2607;-0,2529;-0,2579;172,289;148,642;84,952;131,901;211,546;87,769;108,66;131,395;154,79;123,664;81,173;3465,31;3669,54;84,87;171,02;106,12;119,67;143,45;91,06;114,88;135,74;159,46;109,03;90,645;109,503;136,491;97,066;148,366;119,523;110,943;92,144;154,061;125,74;112,794
8/3/15;166,648;229,681;110,204;139,175;-0,2656;150,112;163,1651;0,675;111,951;136,028;122,472;104,075;109,353;158,442;125,727;210,962;118,3;110,081;84,873;102,539;134,196;113,489;122,8037;137,0316;151,1288;0,61;-0,2726;-0,261;-0,2637;-0,2556;172,475;148,766;84,957;131,989;211,855;87,774;108,689;131,483;154,974;123,745;81,168;3490,13;3711,77;84,88;171,44;106,15;119,76;143,61;91,06;114,89;135,92;160,36;109,08;90,644;109,507;136,528;97,084;148,369;119,619;110,932;92,163;154,064;125,841;112,857
